129	PK	Josh Brown	NYG	8	7.2	6.5	7.9	7.9	6.5	7.9	6.5	7.9	6.5	6.5	7.9	0.0	6.5	7.9	6.5	7.9	6.5	7.9
130	PK	Cody Parkey	PHI	4	7.2	6.5	7.9	6.5	6.5	7.9	7.9	6.5	0.0	6.5	7.9	7.9	6.5	6.5	7.9	7.9	7.9	6.5
131	PK	Matt Prater	DET	10	7.2	6.5	6.5	7.9	6.5	7.9	7.9	7.9	6.5	0.0	6.5	7.9	7.9	7.9	6.5	6.5	7.9	6.5
132	PK	Billy Cundiff	CLE	13	7.2	6.5	7.9	7.9	6.5	6.5	7.9	6.5	7.9	6.5	6.5	0.0	7.9	7.9	7.9	6.5	6.5	7.9
133	WR	Jeremy Maclin	KC	5	7.1	7.2	7.2	6.0	7.1	9.9	5.7	9.5	7.7	0.0	5.9	5.4	6.5	6.6	6.6	7.4	7.1	8.1
134	WR	Emmanuel Sanders	DEN	11	7.1	9.1	5.3	6.4	7.1	6.7	5.9	0.0	7.4	6.3	6.4	8.2	8.3	5.5	8.2	7.9	8.7	6.7
135	PK	Sebastian Janikowski	OAK	10	7.1	7.8	7.8	6.4	6.4	7.8	0.0	6.4	7.8	6.4	7.8	6.4	6.4	7.8	6.4	7.8	7.8	6.4
136	PK	David Akers	FA	12	7.1	7.1	7.1	7.1	7.1	7.1	7.1	7.1	7.1	7.1	7.1	7.1	0.0	7.1	7.1	7.1	7.1	7.1
137	WR	Larry Fitzgerald	ARI	9	7.1	9.0	7.9	6.5	8.3	6.2	7.6	8.7	5.7	0.0	5.0	8.4	5.4	6.8	6.8	8.0	7.2	6.1
138	RB	Danny Woodhead	SD	11	7.1	5.9	6.7	7.1	9.6	6.5	6.9	8.4	5.1	7.8	0.0	9.1	6.2	6.0	7.4	8.6	6.9	4.9
139	DEF	Tampa Bay Defense	TB	6	7.0	7.5	6.5	6.5	7.5	7.5	0.0	6.5	6.5	7.5	7.5	6.5	6.5	7.5	7.5	6.5	7.5	6.5
140	DEF	San Francisco Defense	SF	8	7.0	7.5	6.5	6.5	7.5	6.5	7.5	7.5	6.5	7.5	0.0	6.5	7.5	6.5	6.5	7.5	6.5	7.5
141	DEF	Tennessee Defense	TEN	13	7.0	6.5	6.5	7.5	0.0	7.5	7.5	7.5	6.5	6.5	7.5	6.5	7.5	7.5	6.5	6.5	7.5	6.5
142	DEF	Washington Defense	WAS	9	7.0	7.5	7.5	6.5	7.5	6.5	6.5	7.5	0.0	6.5	7.5	6.5	7.5	7.5	6.5	7.5	6.5	6.5
143	DEF	Baltimore Defense	BAL	8	7.0	6.5	6.5	7.5	6.5	7.5	6.5	6.5	7.5	0.0	7.5	7.5	6.5	6.5	7.5	7.5	7.5	6.5
144	DEF	Atlanta Defense	ATL	11	7.0	7.5	6.5	6.5	7.5	7.5	6.5	6.5	7.5	6.5	0.0	7.5	7.5	6.5	6.5	6.5	7.5	7.5
145	WR	Eric Decker	NYJ	11	7.0	6.9	6.0	9.6	5.4	0.0	8.8	6.5	6.4	7.8	6.2	6.9	6.6	6.6	7.7	7.4	7.9	5.1
